EFE1,AL1,AI1,EX1,EV1,EFE2,AL2,AI2,EX2,EV2,UAI,UAL,RAL,REX,PEAL2,PEAI1,PEEX2,PEEV1
,,,,,-0.9999999801384348,1.2984365974598056e-12,0.0,0.9999999801397332,1.2984365974598056e-12,,-2.338974689190672,-0.26987210121687616,0.0,0.0,,-1.0000000000000002,
-3.186287002788041,-2.126337533261941,-0.4390438690380698,0.6209056004880305,-2.5653814023000105,-2.914243130439799,-2.1263375332684333,0.0,0.7879055971713659,-2.1263375332684333,-0.6931470680247895,-1.8428913728263454,-2.8418169658326096,1.5,-0.7154794325641762,-0.25410319898671974,0.7120943871806185,0.0
-2.614063707226197,-1.2659905176750854,-0.4390438690380698,0.909029320513042,-1.705034386713155,-1.7697965393161106,-0.4056435020947219,7.032224973779222e-17,1.3641530372213888,-0.40564350209472183,-0.6931470680247895,-0.35157019934852246,-0.01941835630183312,1.5,0.38622514579288875,-0.25410319898671974,0.13584693568616757,0.8603470155868556
-2.5537266211032708,-1.1752727334416724,-0.4390438690380698,0.9394100186235288,-1.614316602479742,-1.6491223670702588,-0.22420793362789598,0.0,1.424914433442363,-0.22420793362789598,-0.6931470680247895,-1.8428913728263454,-2.8418169658326096,1.0,-0.7154794325641762,-0.25410319898671974,0.21209438718061846,-0.9510647998202686
-1.7791960716071735,-0.31492571785481677,-0.43904386903806975,1.0252264847142873,-0.7539695868928865,-1.6491223670702588,-0.22420793362789598,0.0,1.424914433442363,-0.22420793362789598,-0.6931470680247895,-0.35157019934852246,-1.3365650726112033,0.0,-0.9309215705164814,-0.2541031989867198,-0.9595385484095741,-0.09071778423341292
-1.5966050459467458,-0.11210396680096363,-0.4390438690380698,1.0454572101077126,-0.5511478358390334,-1.6491223670702588,-0.22420793362789598,0.0,1.424914433442363,-0.22420793362789598,-0.6931470680247895,-0.19432045013424937,-3.317349543403069,2.0,-3.0931416097751727,-0.25410319898671974,0.5750855382584559,-0.11210396682044022
-1.6508240481817824,-0.07745847459253583,-0.4390438690380698,1.1343217045511766,-0.5165023436306057,-1.7575603715403318,-0.1549169492110404,0.0,1.6026434223292914,-0.1549169492110404,-0.6931470680247895,-0.13426612884303632,-0.08210001550051509,2.0,0.07281693371052532,-0.25410319898671974,0.39735654584178226,-0.07745847461201238
-1.6794423480429213,-0.059171611068525795,-0.4390438690380698,1.1812268679363258,-0.4982154801065955,-1.8147969712626095,-0.11834322216302033,7.032224973779222e-17,1.6964537490995895,-0.11834322216302026,-0.6931470680247895,-0.10256777192916583,-0.03193052180033738,1.5,0.08641270036268295,-0.25410319898671974,-0.19645378279161396,-0.05917161108800234
-1.6493800498373261,-0.04787013990224846,-0.4390438690380698,1.162466040897008,-0.48691400894031817,-1.7546723748514192,-0.09574027983046567,7.032224973779222e-17,1.6589320950209536,-0.0957402798304656,-0.6931470680247895,-0.19432045612046314,-3.317349543403069,1.5,-3.093141602868249,-0.25410319898671974,0.9696422998196015,0.04787013992172495
-1.6493800498373261,-0.04787013990224846,-0.4390438690380698,1.162466040897008,-0.48691400894031817,-1.7546723748514192,-0.09574027983046567,7.032224973779222e-17,1.6589320950209536,-0.0957402798304656,-0.6931470680247895,-0.13426613297922319,-0.07654285271067529,0.0,0.07837410127271877,-0.25410319898671974,-0.8300236411348617,0.04787013992172495
-1.6493800498373261,-0.04787013990224846,-0.4390438690380698,1.162466040897008,-0.48691400894031817,-1.7546723748514192,-0.09574027983046567,7.032224973779222e-17,1.6589320950209536,-0.0957402798304656,-0.6931470680247895,-0.10256777507864417,1.2984365974598056e-11,1.0,0.0,-0.25410319898671974,0.0,0.04787013992172495
-1.6493800498383746,-0.047870139903297006,-0.4390438690380698,1.162466040897008,-0.48691400894136677,-1.7546723748514192,-0.09574027983046567,7.032224973779222e-17,1.6589320950209536,-0.0957402798304656,-0.6931470680247895,-0.10256777507864417,1.0887285942342679e-11,1.0,0.0,-0.25410319898671974,0.0,0.04787013992067646
,,,,,-0.999999980138621,1.112221886387358e-12,0.0,0.9999999801397332,1.112221886387358e-12,,-0.6811743104800804,-0.3346641099526955,0.5,-0.25606986807664317,,-0.6464993922335547,
,,,,,-0.999999980138621,1.112221886387358e-12,0.0,0.9999999801397332,1.112221886387358e-12,,-0.6739352390999991,-0.16909842833449928,2.0,-0.09133943423313637,,0.859764062646952,
-1.6446508859806546,-0.04697298253178018,-0.4390438690380698,1.1586340344108048,-0.48601685156985,-1.745214047134352,-0.0939459650858048,0.0,1.6512680820485472,-0.0939459650858048,-0.6931470680247895,-0.10020215195366003,9.260071753149106e-12,1.0,0.0,-0.25410319898671974,0.0,0.04697298254753246
-1.644650885981299,-0.046972982532424136,-0.4390438690380698,1.1586340344108048,-0.48601685157049385,-1.745214047134352,-0.0939459650858048,0.0,1.6512680820485472,-0.0939459650858048,-0.6931470680247895,-0.08142273080339694,-0.017775205959627595,1.5,0.07617075912617721,-0.25410319898671974,-0.15126811484317249,-0.046972982546888586
-1.6252992460628994,-0.039559017928778674,-0.4390438690380698,1.146696359096051,-0.4786028869668485,-1.7065107672975537,-0.07911803587851386,0.0,1.62739273141904,-0.07911803587851386,-0.6931470680247895,-0.06857140198779138,-0.040263128286065715,2.0,0.03885490759244815,-0.25410319898671974,0.37260723626050574,-0.03955901794324301
-1.6453032967289416,-0.034166379187318435,-0.4390438690380698,1.1720930485035534,-0.4732102482253882,-1.7465188686296378,-0.0683327583955934,0.0,1.6781861102340443,-0.0683327583955934,-0.6931470680247895,-0.059223829217319494,-0.023510226944548223,2.0,0.04482253145104517,-0.25410319898671974,0.3218138564367312,-0.03416637920178284
-1.6605077637081749,-0.030067599434082777,-0.4390438690380698,1.191396295236022,-0.4691114684721525,-1.7769278025881041,-0.06013519888912208,0.0,1.716792603698982,-0.06013519888912208,-0.6931470680247895,-0.10020215195366003,7.972159415611018e-12,1.0,0.0,-0.25410319898671974,0.0,0.03006759944854709
