EFE1,AL1,AI1,EX1,EV1,EFE2,AL2,AI2,EX2,EV2,UAI,UAL,RAL,REX,PEAL2,PEAI1,PEEX2,PEEV1
-1.2798876964819925,-0.44170696576326374,-0.005180740185236417,0.8329999905334924,-0.4468877059485002,-1.4417069544040644,-0.44170696576841917,0.0,0.9999999886356452,-0.44170696576841917,-0.6931470680247895,-0.48208802944754725,-0.4417069657684193,0.0,-1.1102230246251565e-16,-0.6879663278395531,-0.9999999999999999,0.0
-0.9999999886335832,2.0621781250597445e-12,0.0,0.9999999886356453,2.0621781250597445e-12,-0.9999999886253345,1.0310890625298723e-11,0.0,0.9999999886356453,1.0310890625298723e-11,-0.6931470680247895,-0.45479809893331424,-0.044984415077831526,1.5,-0.0033141233372777842,-0.6931470680247895,0.5736885306389752,0.0
-1.1748904991437754,-0.40588840387898006,-0.005180740185236417,0.7638213550795587,-0.4110691440642165,-1.4422064394347525,-0.43792219305936075,0.0,1.0042842463753918,-0.43792219305936075,-0.6931470680247895,-0.47795725099345915,-0.4426531591027762,0.5,-0.004730966043415441,-0.6879663278395531,-0.5042842577884343,-0.03203378917522526
-1.1059685677101556,-0.373854614703755,-0.005180740185236418,0.7269332128211643,-0.37903535488899137,-1.3043625765675133,-0.37385461470891046,-1.6596123113210842e-18,0.9305079618586029,-0.37385461470891046,-0.6931470680247895,-0.40803258375459517,-0.20270459641956598,0.0,0.17115001828934437,-0.6879663278395531,-0.8573584697313572,5.551115123125783e-17
,,,,,-0.9999999886346143,1.0310890625298723e-12,0.0,0.9999999886356453,1.0310890625298723e-12,,-0.4160203572728472,-0.04646343114115411,2.0,-0.008346100179947025,,1.1607779366544237,
,,,,,-0.9999999886346143,1.0310890625298723e-12,0.0,0.9999999886356453,1.0310890625298723e-12,,-0.413189109882681,-0.02903437874053636,0.0,0.008823542814574661,,-0.8470749037432999,
-1.0247393423522677,-0.3452473046913617,-0.005180740185236416,0.6743112974756695,-0.35042804487659807,-1.2999739873270542,-0.36846402322156735,3.3192246226421685e-18,0.9315099641054868,-0.36846402322156735,-0.6931470680247895,-0.4021491817956313,-0.4371467540187166,2.0,-0.06868273079714926,-0.6879663278395531,1.0684900253085035,-0.02321671852505025
,,,,,-0.9999999886346143,1.0310890625298723e-12,0.0,0.9999999886356453,1.0310890625298723e-12,,-0.39121597961966226,1.0310890625298723e-12,1.0,0.0,,0.0,
-1.068847602691928,-0.3220305869855931,-0.005180740185236419,0.7416362755210985,-0.3272113271708295,-1.3881905080063748,-0.32203058781003024,-1.6596123113210842e-18,1.0661599201963445,-0.32203058781003024,-0.6931470680247895,-0.3514707775530869,1.0296118573415174e-11,1.0,0.0,-0.6879663278395531,0.0,8.192816425278693e-10
-1.068847602691928,-0.3220305869855931,-0.005180740185236419,0.7416362755210985,-0.3272113271708295,-1.3881905080063748,-0.32203058781003024,-1.6596123113210842e-18,1.0661599201963445,-0.32203058781003024,-0.6931470680247895,-0.3514707775530869,-0.11869442920571094,0.0,0.20333615696575597,-0.6879663278395531,-0.7511126355860682,8.192816425278693e-10
,,,,,-0.9999999886346302,1.0151671461170411e-12,0.0,0.9999999886356453,1.0151671461170413e-12,,-0.383925378204054,-0.04532601395730232,1.5,-0.010149344235314002,,0.6333942719233469,
-1.0326260375978145,-0.1600070979257022,-0.005180740185236416,0.8674381994868756,-0.1651878381109386,-1.388890602414134,-0.32001419587172253,1.6596123113210842e-18,1.0688764065424117,-0.32001419587172253,-0.6931470680247895,-0.3103988451246002,1.0007224348925647e-11,1.0,0.0,-0.6879663278395531,0.0,0.16000709794086485
,,,,,-0.999999988634644,1.0013219634024071e-12,0.0,0.9999999886356453,1.0013219634024071e-12,,-0.38165151545371184,-0.03338090854123228,2.0,0.001587421426462933,,1.1297185019129554,
-1.0345273609242198,-0.15901144894510355,-0.005180740185236417,0.8703351717938799,-0.16419218913033995,-1.3926932490666686,-0.3180228979102483,0.0,1.0746703511564202,-0.3180228979102483,-0.6931470680247895,-0.3086811476295782,9.730320694632969e-12,1.0,0.0,-0.6879663278395531,0.0,0.1590114489599893
-1.0345273609243528,-0.15901144894523633,-0.005180740185236417,0.8703351717938799,-0.16419218913047276,-1.3926932490666686,-0.3180228979102483,0.0,1.0746703511564202,-0.3180228979102483,-0.6931470680247895,-0.3086811476295782,9.464751180859073e-12,1.0,0.0,-0.6879663278395531,0.0,0.15901144895985653
-1.0345273609244803,-0.15901144894536376,-0.005180740185236417,0.8703351717938799,-0.16419218913060016,-1.3926932490666686,-0.3180228979102483,0.0,1.0746703511564202,-0.3180228979102483,-0.6931470680247895,-0.3086811476295782,9.20990864988721e-12,1.0,0.0,-0.6879663278395531,0.0,0.1590114489597291
-0.9999999886336511,1.9941561162314847e-12,0.0,0.9999999886356453,1.994156116231485e-12,-0.9999999886253492,1.0296118573415174e-11,0.0,0.9999999886356453,1.0296118573415174e-11,-0.6931470680247895,-0.37888331581474866,-0.034904497738224564,0.5,-0.00018980050739047377,-0.6931470680247895,-0.3768538077217751,0.0
-1.0317671311660555,-0.1580281142520382,-0.005180740185236416,0.8685582767287808,-0.16320885443727462,-1.3871727895495745,-0.3160562285233525,1.6596123113210842e-18,1.071116561026222,-0.3160562285233525,-0.6931470680247895,-0.3069823564551048,-0.4589456014365263,0.5,-0.17767695975377956,-0.6879663278395531,-0.17805194103508926,0.15802811426615887
