NoAsk,Resp_1,Rt_1,Context,Resp_2,Rt_2,Apple
1,right,0.5789999961853027,2,1,1.2450001239776611,0
1,left,0.057000160217285156,0,1,1.0770001411437988,9.0
1,right,0.9689998626708984,1,1,0.5149998664855957,3.0
1,right,0.5390000343322754,2,1,0.07999992370605469,0
0, ,0,0,1,0.45799994468688965,12
0, ,0,0,1,0.2990000247955322,0
1,right,0.3149998188018799,1,1,0.5380001068115234,12
0, ,0,0,0,0.568000078201294,6
1,right,0.16000008583068848,2,0,0.3960001468658447,6
1,right,0.23600006103515625,2,1,0.04999995231628418,0
0, ,0,0,1,0.42100000381469727,9.0
1,right,0.18799996376037598,2,0,0.46000003814697266,6
0, ,0,0,1,0.4739999771118164,12
1,right,0.18400001525878906,2,0,0.5529999732971191,6
1,right,0.39499998092651367,2,0,0.434999942779541,6
1,right,0.10500001907348633,2,0,0.07999992370605469,6
1,left,2.319000005722046,0,1,0.567000150680542,3.0
1,right,0.2690000534057617,2,1,0.0559999942779541,3.0
1,right,0.3279998302459717,2,0,0.437999963760376,6
0, ,0,0,1,0.5460000038146973,9.0
0, ,0,0,1,0.5839998722076416,6.0
1,right,1.6569998264312744,2,0,0.3689999580383301,6
0, ,0,0,1,0.6089999675750732,9.0
1,left,0.41699981689453125,0,1,0.7769999504089355,9.0
1,left,0.03500008583068848,0,1,0.5099999904632568,3.0
1,right,0.3190000057220459,2,0,1.196000099182129,6
1,right,1.2100000381469727,1,1,0.7139999866485596,12
1,left,0.4500000476837158,0,1,0.5120000839233398,0
0, ,0,0,1,0.7939999103546143,12
1,right,0.4099998474121094,2,0,0.3400001525878906,6
1,left,0.5970001220703125,0,1,0.37800002098083496,12
1,left,0.47300004959106445,0,0,0.4459998607635498,6
1,right,0.375,2,0,0.5360000133514404,6
0, ,0,0,1,0.4120001792907715,0
1,right,1.0870001316070557,2,0,0.687999963760376,6
1,right,0.8589999675750732,2,0,3.187999963760376,6
1,right,0.8210000991821289,2,0,1.0939998626708984,6
1,right,0.4139997959136963,2,0,1.0460000038146973,6
1,right,0.5950000286102295,1,1,0.554999828338623,9.0
1,right,0.940000057220459,2,0,0.3410000801086426,6
0, ,0,0,1,3.5980000495910645,9.0
1,right,0.41300010681152344,1,1,0.6540000438690186,12
1,right,0.6449999809265137,1,1,0.39999985694885254,12
1,right,2.3550000190734863,1,1,0.08299994468688965,9.0
1,right,0.5060000419616699,2,0,0.7769999504089355,6
1,right,1.5470001697540283,2,0,1.2100000381469727,6
1,right,0.8680000305175781,2,0,0.7810001373291016,6
0, ,0,0,1,0.37000012397766113,12
1,right,0.502000093460083,1,1,0.30500006675720215,12
1,right,0.502000093460083,1,1,0.684999942779541,12
0, ,0,0,1,0.8450000286102295,0
1,right,0.628000020980835,1,1,0.5149998664855957,12
1,right,0.5090000629425049,1,1,0.3489999771118164,12
0, ,0,0,1,0.4099998474121094,0
0, ,0,0,1,0.4179999828338623,12
1,right,0.5,2,0,0.622999906539917,6
1,right,0.7389998435974121,2,0,0.3840000629425049,6
0, ,0,0,1,0.36299991607666016,12
1,right,0.37999987602233887,1,1,0.3809998035430908,0
1,right,0.4850001335144043,1,1,0.41299986839294434,0
1,right,0.4159998893737793,1,1,0.8020000457763672,12
1,right,0.3210000991821289,1,1,0.7639999389648438,12
1,right,0.4049999713897705,1,1,0.43900012969970703,12
1,right,0.3359999656677246,1,1,0.03600001335144043,9.0
1,right,0.3149998188018799,1,1,0.3789999485015869,3.0
1,left,0.5090000629425049,0,1,0.1269998550415039,0
