NoAsk,Resp_1,Rt_1,Context,Resp_2,Rt_2,Apple
1,right,0.1770000457763672,2,0,0.559999942779541,6
1,right,0.2999999523162842,2,0,0.14400005340576172,6
1,right,0.05500006675720215,1,1,0.1269998550415039,6.0
1,right,0.15000009536743164,1,1,0.11099982261657715,9.0
1,right,0.43000006675720215,2,0,0.4890000820159912,6
1,right,0.20799994468688965,2,0,1.2979998588562012,6
1,right,0.04199981689453125,1,1,0.11800003051757812,9.0
1,right,0.15400004386901855,1,1,0.003999948501586914,12
0, ,0,0,1,0.10800004005432129,0
1,right,0.3300001621246338,1,1,0.15699982643127441,9.0
0, ,0,0,1,0.11299991607666016,12
1,right,0.07500004768371582,2,0,0.1919999122619629,6
1,right,0.14399981498718262,1,1,0.02500009536743164,6.0
1,right,0.026999950408935547,2,1,0.4330000877380371,3.0
1,right,0.08500003814697266,1,1,0.002000093460083008,12
1,right,0.13199996948242188,2,0,0.1400001049041748,6
1,right,0.12999987602233887,1,1,0.4830000400543213,9.0
1,right,0.12199997901916504,1,1,0.10399985313415527,12
1,right,0.30499982833862305,1,1,0.29799985885620117,12
0, ,0,0,1,0.10800004005432129,0
1,right,0.14100003242492676,2,0,0.05900001525878906,6
0, ,0,0,1,0.026000022888183594,9.0
0, ,0,0,1,0.1400001049041748,12
1,right,0.06999993324279785,1,1,0.03500008583068848,12
1,right,0.015000104904174805,1,1,0.11100006103515625,12
1,right,0.5869998931884766,1,1,0.25300002098083496,12
1,right,0.11599993705749512,1,1,0.5519998073577881,9.0
1,right,0.1380000114440918,2,0,0.023000001907348633,6
1,right,0.07500004768371582,1,1,0.24199986457824707,12
1,right,0.1809999942779541,1,1,0.14499998092651367,9.0
1,right,0.05200004577636719,2,0,0.7339999675750732,6
1,right,0.10099983215332031,1,1,0.12900018692016602,12
1,right,0.5639998912811279,1,1,0.5550000667572021,12
1,right,1.3659999370574951,1,1,0.15599989891052246,12
1,right,0.06599998474121094,2,0,0.12100005149841309,6
1,right,0.09399986267089844,1,1,0.07599997520446777,6.0
1,right,0.02500009536743164,1,1,0.4460000991821289,9.0
1,right,0.1659998893737793,1,1,0.12600016593933105,12
0, ,0,0,1,0.1679999828338623,9.0
1,right,0.24000000953674316,2,0,0.08100008964538574,6
1,right,0.11800003051757812,1,1,0.1509997844696045,12
1,right,0.0820000171661377,2,0,0.05900001525878906,6
0, ,0,0,1,0.03899979591369629,3.0
1,right,0.18900012969970703,1,1,0.2999999523162842,9.0
1,right,0.4160001277923584,1,1,0.10400009155273438,6.0
1,right,0.008999824523925781,2,0,0.24099993705749512,6
1,right,0.18199992179870605,2,0,0.026999950408935547,6
0, ,0,0,1,0.019999980926513672,6.0
1,right,0.17100000381469727,2,0,0.4240000247955322,6
1,right,0.2560000419616699,1,1,0.06000018119812012,3.0
0, ,0,0,1,0.046000003814697266,3.0
1,left,0.08800005912780762,0,1,0.23200011253356934,9.0
0, ,0,0,1,0.12100005149841309,9.0
1,left,0.11499977111816406,0,1,0.21399998664855957,3.0
0, ,0,0,1,0.24699997901916504,0
1,right,0.22699999809265137,1,1,0.1940000057220459,12
0, ,0,0,1,0.21200013160705566,9.0
1,right,0.031999826431274414,2,0,0.18999981880187988,6
0, ,0,0,1,0.0559999942779541,12
0, ,0,0,1,0.20399999618530273,0
1,right,0.1510000228881836,1,1,0.1400001049041748,12
0, ,0,0,1,0.013000011444091797,12
0, ,0,0,1,0.17800021171569824,12
1,right,0.4240000247955322,2,0,0.06100010871887207,6
1,right,0.3409998416900635,1,1,0.020999908447265625,0
0, ,0,0,1,0.3259999752044678,9.0
1,right,0.38899993896484375,2,0,0.14600014686584473,6
1,right,0.3229999542236328,2,0,0.20799994468688965,6
1,right,0.07400012016296387,1,1,0.10400009155273438,12
1,right,0.8469998836517334,1,1,0.4219999313354492,6.0
0, ,0,0,1,0.25799989700317383,0
1,right,0.5920000076293945,1,1,0.3410000801086426,12
1,right,0.40599989891052246,1,1,0.9019999504089355,12
1,right,0.031000137329101562,2,0,0.5570001602172852,6
1,right,0.21700000762939453,2,0,0.4099998474121094,6
1,right,0.007999897003173828,2,0,0.21399998664855957,6
0, ,0,0,1,0.1400001049041748,3.0
1,right,0.10299992561340332,2,0,0.11500000953674316,6
0, ,0,0,1,0.21899986267089844,0
1,right,0.07699990272521973,1,1,0.15700006484985352,12
1,right,0.21399998664855957,1,1,0.1679999828338623,9.0
