NoAsk,Resp_1,Rt_1,Context,Resp_2,Rt_2,Apple
0, ,0,0,1,2.6440000534057617,0
1,right,0.6640000343322754,1,1,1.7589998245239258,9.0
1,right,0.28800010681152344,1,1,0.24300003051757812,9.0
1,right,0.33299994468688965,2,1,0.019999980926513672,6.0
1,right,0.2049999237060547,2,1,0.14699983596801758,0
1,right,0.09999990463256836,1,1,0.6019999980926514,12
1,right,0.5290000438690186,1,1,0.4139997959136963,12
1,right,0.2239999771118164,1,1,0.3639998435974121,9.0
1,right,0.3020000457763672,2,1,2.1989998817443848,9.0
1,right,0.013000011444091797,2,1,0.10299992561340332,0
1,right,0.35500001907348633,2,0,0.3130002021789551,6
1,right,0.2650001049041748,2,0,2.756999969482422,6
0, ,0,0,1,0.01399993896484375,3.0
0, ,0,0,1,0.2630000114440918,12
1,right,4.897000074386597,2,0,1.434000015258789,6
1,right,0.6589999198913574,1,1,0.2690000534057617,9.0
1,right,0.372999906539917,1,1,0.5369999408721924,12
1,right,0.33099985122680664,1,1,0.22800016403198242,12
1,right,0.562000036239624,2,0,0.1530001163482666,6
1,right,0.2980000972747803,2,0,0.5770001411437988,6
0, ,0,0,1,0.503000020980835,0
0, ,0,0,1,4.961999893188477,9.0
1,right,0.502000093460083,2,0,0.19899988174438477,6
1,right,0.5149998664855957,1,1,0.46200013160705566,12
1,right,0.437999963760376,2,0,0.30699992179870605,6
0, ,0,0,0,4.25,6
1,right,0.2909998893737793,2,0,1.1549999713897705,6
0, ,0,0,0,6.795000076293945,6
0, ,0,0,0,0.5469999313354492,6
1,right,0.05200004577636719,1,1,1.2139999866485596,0
1,right,0.7720000743865967,1,1,12.090999841690063,9.0
1,right,0.492999792098999,2,0,0.15400004386901855,6
1,right,0.12600016593933105,2,0,0.5149998664855957,6
1,right,0.13299989700317383,2,0,5.703999996185303,6
0, ,0,0,1,7.715000152587891,3.0
1,right,0.06699991226196289,1,1,0.17600011825561523,9.0
1,right,0.07599997520446777,2,0,0.44300007820129395,6
1,right,0.4140000343322754,2,0,0.4719998836517334,6
1,right,0.10699987411499023,2,1,6.996000051498413,0
1,right,10.565999984741211,1,1,0.39499998092651367,12
0, ,0,0,0,0.3489999771118164,6
0, ,0,0,0,1.2660000324249268,6
0, ,0,0,1,17.816999912261963,0
1,right,0.23800015449523926,2,1,0.032000064849853516,0
0, ,0,0,1,0.6110000610351562,0
1,left,0.3880000114440918,0,0,0.010999917984008789,6
1,left,1.7339999675750732,0,0,0.08899998664855957,6
0, ,0,0,1,0.22699999809265137,6.0
1,right,0.2569999694824219,2,0,6.999000072479248,6
1,right,0.4089999198913574,1,1,0.3320000171661377,12
1,right,0.2850000858306885,2,0,0.36100006103515625,6
1,right,0.6269998550415039,2,1,6.268999814987183,3.0
1,right,0.12199997901916504,2,0,0.26399993896484375,6
0, ,0,0,1,0.7840001583099365,12
1,right,3.0390000343322754,1,1,0.3990001678466797,12
0, ,0,0,1,0.0029997825622558594,12
1,left,0.30500006675720215,0,1,1.753999948501587,0
1,right,0.4440000057220459,1,1,0.09500002861022949,9.0
0, ,0,0,0,0.24099993705749512,6
1,right,0.24200010299682617,1,1,0.3359999656677246,9.0
1,right,0.9780001640319824,1,1,0.0709998607635498,9.0
1,right,0.2690000534057617,2,0,0.19099998474121094,6
1,right,0.22900009155273438,2,0,0.6750001907348633,6
0, ,0,0,0,1.6340000629425049,6
1,right,0.6970000267028809,1,1,0.7089998722076416,12
0, ,0,0,1,0.24099993705749512,3.0
1,right,0.14100003242492676,1,1,3.7879998683929443,12
1,right,0.23000001907348633,1,1,0.6079998016357422,12
1,right,0.015000104904174805,2,0,0.15399980545043945,6
1,right,1.0340001583099365,2,0,0.4830000400543213,6
0, ,0,0,0,6.140000104904175,6
1,right,0.24200010299682617,1,1,0.09500002861022949,12
0, ,0,0,0,0.5160000324249268,6
0, ,0,0,0,0.34800004959106445,6
1,right,0.4500000476837158,1,1,0.22600007057189941,12
1,right,0.23200011253356934,2,0,4.447000026702881,6
1,right,1.4690001010894775,1,1,3.375,12
1,right,0.2239999771118164,1,1,0.6130001544952393,6.0
