EFE1,AL1,AI1,EX1,EV1,EFE2,AL2,AI2,EX2,EV2,UAI,UAL,RAL,REX,PEAL2,PEAI1,PEEX2,PEEV1
-1.3516708949686218,-0.3083372224371385,-0.2103336845309362,0.832999988000547,-0.5186709069680747,-1.3083372080387003,-0.3083372224438061,0.0,0.9999999855948944,-0.3083372224438061,-0.6931470680247895,-0.2602042712485234,-0.3083372224438061,0.0,0.0,-0.48281338349385333,-0.9999999999999999,0.0
-0.9999999855922276,2.6670417239843572e-12,0.0,0.9999999855948946,2.6670417239843572e-12,-0.9999999855815593,1.3335208619921785e-11,0.0,0.9999999855948946,1.3335208619921785e-11,-0.6931470680247895,-0.2440268833778116,1.3335208619921786e-12,1.0,0.0,-0.6931470680247895,0.0,0.0
-1.2433575795779035,-0.28281090855582747,-0.2103336845309362,0.7502129864911398,-0.4931445930867637,-1.3083372080387003,-0.3083372224438061,0.0,0.9999999855948944,-0.3083372224438061,-0.6931470680247895,-0.2171212088241799,-0.3211003802615486,0.5,-0.06381578558036444,-0.48281338349385333,-0.33442599459607447,0.02552631388131099
-1.2013302651893858,-0.2645368051955667,-0.2103336845309362,0.7264597754628829,-0.47487048972650286,-1.3083372080387003,-0.3083372224438061,0.0,0.9999999855948944,-0.3083372224438061,-0.6931470680247895,-0.18627835624939265,-0.13828670673454577,0.0,0.08244968122611679,-0.48281338349385333,-0.7869195718552255,0.04380041724157169
-0.9999999855922316,2.662983323174161e-12,0.0,0.9999999855948946,2.662983323174161e-12,-0.9999999855815999,1.3294624611819827e-11,0.0,0.9999999855948946,1.3294624611819827e-11,-0.6931470680247895,-0.2230861512447508,1.3294624611819829e-12,1.0,0.0,-0.6931470680247895,0.0,0.0
,,,,,-0.9999999855935691,1.3254225609073143e-12,0.0,0.9999999855948946,1.3254225609073143e-12,,-0.2230861512447508,1.3254225609073143e-12,1.0,0.0,,0.0,
-0.9999999855922396,2.654921817598846e-12,0.0,0.9999999855948946,2.654921817598846e-12,-0.9999999855816805,1.3214009556066673e-11,0.0,0.9999999855948946,1.3214009556066673e-11,-0.6931470680247895,-0.2230861512447508,1.3214009556066673e-12,1.0,0.0,-0.6931470680247895,0.0,0.0
,,,,,-0.9999999855935772,1.3173976452800419e-12,0.0,0.9999999855948946,1.3173976452800419e-12,,-0.2230861512447508,-0.03227193471746203,1.0,-0.005836640665433417,,0.15548046128191406,
-1.1959877369771696,-0.15265406444568616,-0.2103336845309362,0.8329999880005471,-0.3629877489766224,-1.305308114512776,-0.3053081289178815,0.0,0.9999999855948944,-0.3053081289178815,-0.6931470680247895,-0.16210010480108958,1.317397645280042e-11,1.0,0.0,-0.48281338349385333,0.0,0.1526540644655278
,,,,,-0.9999999855936152,1.2792018507531658e-12,0.0,0.9999999855948946,1.2792018507531658e-12,,-0.221302221201503,-0.019511170804219238,0.0,0.006712730855236489,,-0.8454805290628201,
