EFE1,AL1,AI1,EX1,EV1,EFE2,AL2,AI2,EX2,EV2,UAI,UAL,RAL,REX,PEAL2,PEAI1,PEEX2,PEEV1
,,,,,-0.9999999794588107,2.0539134938928727e-12,0.0,0.9999999794608645,2.0539134938928727e-12,,-0.07999999887464829,2.0539134938928727e-12,1.0,0.0,,0.0,
-0.979136910976207,-0.14601041971560963,-0.0001265083696971577,0.8329999828909003,-0.1461369280853068,-1.1460103991867439,-0.1460104197258792,0.0,0.9999999794608647,-0.1460104197258792,-0.6931470680247895,-0.07999999887464829,-0.1460104197258792,0.0,0.0,-0.6930205596550923,-1.0000000000000002,0.0
-0.9693725840975352,-0.14476637040261625,-0.0001265083696971577,0.8244797053252217,-0.14489287877231338,-1.1460103991867439,-0.1460104197258792,0.0,0.9999999794608647,-0.1460104197258792,-0.6931470680247895,-0.07999999887464829,-0.1460104197258792,2.0,0.0,-0.6930205596550923,0.9999999999999998,-0.001244049312993406
-1.0143646220986255,-0.014364636176237755,-6.461523336905645e-09,0.9999999794608645,-0.01436464263776109,-0.9999999794403431,2.0521341477554218e-11,0.0,0.9999999794608645,2.0521341477554218e-11,-0.6931470680247895,-0.07870471711919776,2.052134147755422e-12,1.0,0.0,-0.6931470615632662,0.0,0.0
-0.9766488123502203,-0.14352232108962287,-0.00012650836969715768,0.8329999828908999,-0.14364882945932,-1.160562855692114,-0.14352232109989246,4.052603302378907e-20,1.0170405345922213,-0.14352232109989246,-0.6931470680247895,-0.07863675447296348,-0.14663244439917786,0.0,-0.0031101232992853944,-0.6930205596550923,-1.017040555481355,-2.7755575615628914e-17
-0.9669261736642666,-0.14231995996934776,-0.00012650836969715766,0.8244797053252216,-0.14244646833904492,-1.1411175783202068,-0.14111759885934225,8.105206604757813e-20,0.9999999794608645,-0.14111759885934225,-0.6931470680247895,-0.07863675447296346,-0.13207415336694472,0.0,0.011448167732947712,-0.6930205596550923,-0.9829594445186448,-0.0012023611202750806
-0.9574890501637251,-0.14111759884673325,-0.00012650836969715768,0.8162449429472945,-0.14124410721643038,-1.1411175783202068,-0.14111759885934225,8.105206604757813e-20,0.9999999794608645,-0.14111759885934225,-0.6931470680247895,-0.07731919250102319,-0.14723362497555434,1.5,-0.006116026116212092,-0.6930205596550923,0.5,-2.33946195749013e-12
-0.9604460499871892,-0.13995486498811383,-0.0001265083696971577,0.8203646766293781,-0.14008137335781098,-1.1470315779671347,-0.13879213114210345,4.052603302378907e-20,1.0082394468250313,-0.13879213114210345,-0.6931470680247895,-0.0773191924984596,-0.14723362497555434,1.0,-0.006116026120890988,-0.6930205596550923,0.033510080575478995,-0.0011627338562799627
-0.9595594213438804,-0.13879213112953298,-0.0001265083696971577,0.8206407818446502,-0.1389186394992301,-1.1470315779671347,-0.13879213114210345,4.052603302378907e-20,1.0082394468250313,-0.13879213114210345,-0.6931470680247895,-0.0760450545629257,-0.12084934528255203,0.0,0.0179427858549496,-0.6930205596550923,-0.9670421298664073,2.3008817073844057e-12
-0.9999999794567603,4.104270828387908e-12,0.0,0.9999999794608645,4.104270828387908e-12,-0.9999999794403609,2.0503573344950353e-11,0.0,0.9999999794608645,2.0503573344950353e-11,-0.6931470680247895,-0.0756248654702851,2.0503573344950352e-12,1.0,0.0,-0.6931470680247895,0.0,0.0
-0.9999999794567621,4.102496548004585e-12,0.0,0.9999999794608645,4.102496548004585e-12,-0.9999999794403787,2.0485830541117124e-11,0.0,0.9999999794608645,2.0485830541117124e-11,-0.6931470680247895,-0.0756248654702851,-0.012198412277549316,0.0,0.0016041108528961935,-0.6931470680247895,-0.979802060524833,0.0
-0.9999999794567621,4.102496548004585e-12,0.0,0.9999999794608645,4.102496548004585e-12,-0.9999999794403787,2.0485830541117124e-11,0.0,0.9999999794608645,2.0485830541117124e-11,-0.6931470680247895,-0.07556238897856003,-0.014084521151374952,2.0,-0.00029340079456456614,-0.6931470680247895,1.0209982359506922,0.0
-0.9999999794567621,4.102496548004585e-12,0.0,0.9999999794608645,4.102496548004585e-12,-0.9999999794403787,2.0485830541117124e-11,0.0,0.9999999794608645,2.0485830541117124e-11,-0.6931470680247895,-0.07550043932829424,-0.014087327227237488,1.5,-0.0003075134886326245,-0.6931470680247895,0.5201653577153347,0.0
-0.9507153876046879,-0.13733036769937074,-0.0001265083696971577,0.8132585115356201,-0.1374568760690679,-1.1470799930406144,-0.13844990509697114,4.052603302378907e-20,1.0086300879436432,-0.13844990509697114,-0.6931470680247895,-0.07463074411372492,-0.14846031713973465,0.5,-0.012249486817425187,-0.6930205596550923,-0.4518869478184605,0.0011195373873308656
-0.9460355793967838,-0.13624646534723717,-0.0001265083696971577,0.8096626056798497,-0.13637297371693433,-1.1470799930406144,-0.13844990509697114,4.052603302378907e-20,1.0086300879436432,-0.13844990509697114,-0.6931470680247895,-0.07344299070388324,-0.13444397729825847,0.5,-0.0004009516802161439,-0.6930205596550923,-0.4446951359592062,0.002203439739464408
-0.9999999794567621,4.102496548004585e-12,0.0,0.9999999794608645,4.102496548004585e-12,-0.9999999794403787,2.0485830541117124e-11,0.0,0.9999999794608645,2.0485830541117124e-11,-0.6931470680247895,-0.07433958396770834,-0.012201991899137761,0.0,0.0013659506134365007,-0.6931470680247895,-0.973179381487512,0.0
-0.9999999794567621,4.102496548004585e-12,0.0,0.9999999794608645,4.102496548004585e-12,-0.9999999794403787,2.0485830541117124e-11,0.0,0.9999999794608645,2.0485830541117124e-11,-0.6931470680247895,-0.07427935296968433,-0.013525819172904822,0.5,3.113039788730891e-05,-0.6931470680247895,-0.47239824966846344,0.0
,,,,,-0.999999979458816,2.0485830541117124e-12,0.0,0.9999999794608645,2.0485830541117124e-12,,-0.07421903638048181,-0.01214966064483485,0.0,0.0013962803626700604,,-0.9720190286424908,
-0.9999999794567621,4.102496548004585e-12,0.0,0.9999999794608645,4.102496548004585e-12,-0.9999999794403787,2.0485830541117124e-11,0.0,0.9999999794608645,2.0485830541117124e-11,-0.6931470680247895,-0.07415900529359168,-0.012095041680184245,0.0,0.0014399428719247542,-0.6931470680247895,-0.97124008018852,0.0
-0.9999999794567621,4.102496548004585e-12,0.0,0.9999999794608645,4.102496548004585e-12,-0.9999999794403787,2.0485830541117124e-11,0.0,0.9999999794608645,2.0485830541117124e-11,-0.6931470680247895,-0.0740990772548525,2.0485830541117124e-12,1.0,0.0,-0.6931470680247895,0.0,0.0
-0.938352499497007,-0.13476362772494238,-0.0001265083696971577,0.8034623634023674,-0.1348901360946395,-1.1437307522429452,-0.13799622038795295,0.0,1.0057345318549922,-0.13799622038795295,-0.6931470680247895,-0.07560897021231734,-0.13278848764113152,1.5,0.005207732746821431,-0.6930205596550923,0.4942654474880894,-0.0032325926527410342
-0.9412240852450149,-0.13365135657008098,-0.0001265083696971577,0.8074462203052367,-0.1337778649397781,-1.149473923738961,-0.13577167807823015,4.052603302378907e-20,1.013702245660731,-0.13577167807823015,-0.6931470680247895,-0.07206665577932019,-0.10999850216583439,0.0,0.02153253291663655,-0.6930205596550923,-0.9351902072976698,0.002120321497879607
,,,,,-0.9999999794588176,2.046810989995821e-12,0.0,0.9999999794608645,2.046810989995821e-12,,-0.07312586902802129,2.046810989995821e-12,1.0,0.0,,0.0,
,,,,,-0.9999999794588195,2.0450405089280938e-12,0.0,0.9999999794608645,2.0450405089280938e-12,,-0.07312586902802129,2.0450405089280938e-12,1.0,0.0,,0.0,
,,,,,-0.9999999794588212,2.043273193956697e-12,0.0,0.9999999794608645,2.043273193956697e-12,,-0.07312586902802129,2.043273193956697e-12,1.0,0.0,,0.0,
-0.9999999794567691,4.0954209559263376e-12,0.0,0.9999999794608645,4.0954209559263376e-12,-0.9999999794404495,2.041507462033465e-11,0.0,0.9999999794608645,2.041507462033465e-11,-0.6931470680247895,-0.07312586902802129,-0.011639956047832434,0.0,0.0017064676769116497,-0.6931470680247895,-0.9672561753620161,0.0
,,,,,-0.999999979458823,2.0415074620334653e-12,0.0,0.9999999794608645,2.0415074620334653e-12,,-0.07306706058168831,-0.014137256517026039,2.0,-0.0008015660998485705,,1.0335057287526737,
