NoAsk,Resp_1,Rt_1,Context,Resp_2,Rt_2,Apple
1,right,0.6370000839233398,1,1,10.628000020980835,12
1,right,1.0989999771118164,2,1,1.4149999618530273,0
0, ,0,0,0,0.7639999389648438,6
0, ,0,0,0,0.6750001907348633,6
1,right,0.8210000991821289,1,1,0.34599995613098145,3.0
0, ,0,0,0,0.3989999294281006,6
1,right,0.36300015449523926,2,1,0.8000001907348633,3.0
1,right,0.7150001525878906,2,1,0.5360000133514404,0
1,right,0.2970001697540283,2,1,0.9560000896453857,0
1,right,0.5999999046325684,1,1,0.8400001525878906,12
0, ,0,0,0,1.5460000038146973,6
1,right,0.5339999198913574,1,1,0.8489999771118164,12
1,right,0.3509998321533203,2,1,0.3399999141693115,0
1,right,0.30900001525878906,2,1,0.28600001335144043,0
0, ,0,0,0,3.6050000190734863,6
1,right,0.5840001106262207,2,1,0.6139998435974121,6.0
0, ,0,0,0,1.7590000629425049,6
0, ,0,0,0,0.3710000514984131,6
1,right,0.3410000801086426,2,1,0.9830000400543213,3.0
1,right,0.2999999523162842,2,1,0.375,0
1,right,0.8450000286102295,2,1,0.3340001106262207,0
1,right,1.2319998741149902,1,1,1.0999999046325684,12
1,right,0.32700014114379883,1,1,0.7599999904632568,6.0
1,right,0.4070000648498535,2,0,1.069000005722046,6
1,right,0.4519999027252197,1,1,1.0490000247955322,12
1,right,0.5109999179840088,1,1,0.28600001335144043,9.0
1,right,0.4630000591278076,1,1,1.5209999084472656,6.0
0, ,0,0,0,0.757000207901001,6
1,right,0.3210000991821289,2,0,0.36700010299682617,6
0, ,0,0,0,0.3769998550415039,6
1,right,2.0940001010894775,2,0,0.27699995040893555,6
1,right,0.27900004386901855,2,0,1.5759999752044678,6
1,right,0.2850000858306885,2,0,1.2890000343322754,6
1,right,0.9830000400543213,2,0,2.1579999923706055,6
1,right,0.3919999599456787,1,1,0.2929999828338623,12
0, ,0,0,0,2.001000165939331,6
1,right,0.3530001640319824,2,0,0.4289999008178711,6
1,right,0.40599989891052246,1,1,0.3429999351501465,6.0
1,right,0.3059999942779541,1,1,0.8229999542236328,12
1,right,0.4930000305175781,2,0,0.3100001811981201,6
0, ,0,0,1,0.6019999980926514,6.0
1,right,0.11100006103515625,1,1,0.36300015449523926,12
0, ,0,0,0,1.4900000095367432,6
1,right,0.570000171661377,2,0,0.7929999828338623,6
1,right,0.32700014114379883,1,1,0.31800007820129395,9.0
0, ,0,0,0,0.4049999713897705,6
1,right,1.0780000686645508,2,0,0.44700002670288086,6
1,right,0.3840000629425049,2,0,3.296999931335449,6
0, ,0,0,0,1.190999984741211,6
0, ,0,0,0,0.7649998664855957,6
0, ,0,0,0,0.8090000152587891,6
1,right,0.8580000400543213,1,1,0.312000036239624,12
0, ,0,0,0,0.4850001335144043,6
1,left,0.9110000133514404,0,0,0.39300012588500977,6
1,right,0.32200002670288086,1,1,2.296999931335449,0
1,right,0.9140000343322754,2,1,0.31399989128112793,0
0, ,0,0,0,2.4519999027252197,6
0, ,0,0,0,0.0280001163482666,6
1,right,0.6710000038146973,2,1,0.2820000648498535,6.0
1,right,0.38299989700317383,1,1,0.4029998779296875,12
0, ,0,0,0,0.6410000324249268,6
0, ,0,0,0,0.6399998664855957,6
0, ,0,0,0,0.8240001201629639,6
1,right,0.2560000419616699,2,0,2.126999855041504,6
1,right,0.24000000953674316,2,0,1.5280001163482666,6
1,right,0.5210001468658447,1,1,0.4100000858306885,12
0, ,0,0,0,0.3299999237060547,6
0, ,0,0,0,0.5429999828338623,6
1,right,0.3840000629425049,2,0,0.2929999828338623,6
1,right,0.679999828338623,1,1,0.3489999771118164,12
1,right,1.001000165939331,1,1,1.2180001735687256,12
1,right,2.8610000610351562,1,1,1.2090001106262207,12
1,right,0.3259999752044678,1,1,0.21600008010864258,9.0
0, ,0,0,0,3.9029998779296875,6
0, ,0,0,0,0.437000036239624,6
0, ,0,0,0,0.3940000534057617,6
1,right,0.377000093460083,2,0,0.5169999599456787,6
0, ,0,0,0,1.2089998722076416,6
1,right,0.5339999198913574,2,1,1.1440000534057617,0
1,right,0.35699987411499023,1,1,0.2969999313354492,12
1,right,0.31100010871887207,2,0,0.3230001926422119,6
1,right,0.30499982833862305,1,1,0.32399988174438477,12
1,right,0.3640000820159912,2,0,2.7180001735687256,6
1,right,1.178999900817871,1,1,0.4440000057220459,12
1,right,0.3250000476837158,1,1,0.3810000419616699,0
1,right,0.5429999828338623,1,1,0.2819998264312744,0
1,right,0.3940000534057617,2,1,2.058000087738037,12
1,right,0.2610001564025879,2,1,0.3469998836517334,3.0
1,right,0.26999998092651367,1,1,0.3039999008178711,6.0
1,right,0.812999963760376,2,1,0.7599999904632568,0
1,right,0.317000150680542,1,1,0.8009998798370361,3.0
1,right,1.3369998931884766,1,1,0.9749999046325684,12
0, ,0,0,0,0.3919999599456787,6
1,right,0.619999885559082,2,1,0.7940001487731934,3.0
0, ,0,0,0,0.6040000915527344,6
1,right,1.5109999179840088,2,1,0.37200021743774414,0
1,right,0.8059999942779541,1,1,1.5379998683929443,9.0
1,right,0.4570000171661377,2,0,1.0399999618530273,6
1,right,0.5369999408721924,2,0,1.1949999332427979,6
1,right,0.2590000629425049,2,0,0.35199999809265137,6
1,right,0.3339998722076416,1,1,0.3880000114440918,12
1,right,0.3789999485015869,2,0,0.7519998550415039,6
0, ,0,0,0,0.5099999904632568,6
1,right,0.4760000705718994,1,1,1.1150000095367432,12
1,right,0.25499987602233887,1,1,0.35500001907348633,9.0
1,right,0.8420000076293945,2,0,2.2820000648498535,6
1,right,0.7620000839233398,2,0,0.46199989318847656,6
1,right,0.4070000648498535,2,0,0.33899998664855957,6
1,right,0.3339998722076416,2,0,0.40599989891052246,6
1,right,0.5540001392364502,1,1,0.309999942779541,9.0
1,right,0.38899993896484375,1,1,2.392000198364258,9.0
1,right,0.31800007820129395,2,0,1.6430001258850098,6
0, ,0,0,0,0.5169999599456787,6
1,right,0.3339998722076416,1,1,0.5829999446868896,12
1,right,0.35500001907348633,2,0,1.1779999732971191,6
1,right,0.5820000171661377,2,0,0.626000165939331,6
1,right,0.5909998416900635,1,1,0.4230000972747803,9.0
1,right,0.434999942779541,2,0,0.5449998378753662,6
1,right,0.38499999046325684,2,0,3.2880001068115234,6
1,right,0.32399988174438477,2,0,0.48799991607666016,6
